TABLE=047 | AREA=Xã Thanh Sơn | SECTION=non-agricultural | SEGMENTS=1
P=1591 | X=0106.850-0330.020 | Y=0200.710-0211.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1591 | X=0106.850-0392.110 | Y=0218.470-0229.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1591 | X=0106.850-0395.690 | Y=0229.990-0241.230 | Đường từ Ngã ba đi bến đò Phú Tân đến ngã ba giáp ranh xã Tà
P=1591 | X=0106.850-0329.770 | Y=0241.510-0252.750 | Lài có hiện trạng là đường nhựa, bê tông xi măng:
P=1591 | X=0092.900-0104.020 | Y=0249.390-0258.710 | 35
P=1591 | X=0424.490-0441.130 | Y=0249.390-0258.710 | 200
P=1591 | X=0464.810-0481.450 | Y=0249.390-0258.710 | 140
P=1591 | X=0505.390-0522.030 | Y=0249.390-0258.710 | 120
P=1591 | X=0106.850-0392.660 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1591 | X=0106.850-0330.490 | Y=0276.550-0287.790 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1591 | X=0106.850-0222.130 | Y=0294.340-0305.580 | Đường chợ Phú Lộc đi xã
P=1591 | X=0312.840-0385.390 | Y=0294.340-0305.580 | Bến đò Phú Tân
P=1591 | X=0092.900-0198.160 | Y=0305.860-0317.100 | 36 Phú Tân huyện Định
P=1591 | X=0312.840-0387.560 | Y=0305.860-0317.100 | đến giáp ranh xã
P=1591 | X=0224.470-0256.720 | Y=0307.740-0317.060 | Ngã ba
P=1591 | X=0424.490-0441.130 | Y=0307.740-0317.060 | 590
P=1591 | X=0464.810-0481.450 | Y=0307.740-0317.060 | 410
P=1591 | X=0505.390-0522.030 | Y=0307.740-0317.060 | 350
P=1591 | X=0106.850-0144.850 | Y=0317.380-0328.620 | Quán cũ
P=1591 | X=0312.840-0353.710 | Y=0319.260-0328.580 | Phú Vinh
P=1591 | X=0106.850-0395.740 | Y=0335.140-0346.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường chợ Phú
P=1591 | X=0106.850-0393.830 | Y=0346.660-0357.900 | Lộc đi xã Phú Tân huyện Định Quán cũ đoạn từ Ngã ba đến Bến
P=1591 | X=0106.850-0383.260 | Y=0357.940-0369.180 | đò Phú Tân đến giáp ranh xã Phú Vinh có hiện trạng là đường
P=1591 | X=0092.900-0209.960 | Y=0369.480-0380.920 | 37 nhựa, bê tông xi măng:
P=1591 | X=0424.490-0441.130 | Y=0371.600-0380.920 | 300
P=1591 | X=0464.810-0481.450 | Y=0371.600-0380.920 | 210
P=1591 | X=0505.390-0522.030 | Y=0371.600-0380.920 | 180
P=1591 | X=0106.850-0337.930 | Y=0387.000-0398.240 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1591 | X=0106.850-0384.020 | Y=0404.520-0415.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1591 | X=0106.850-0395.740 | Y=0422.280-0433.520 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường chợ Phú
P=1591 | X=0106.850-0393.830 | Y=0433.800-0445.040 | Lộc đi xã Phú Tân huyện Định Quán cũ đoạn từ Ngã ba đến Bến
P=1591 | X=0106.850-0383.260 | Y=0445.320-0456.560 | đò Phú Tân đến giáp ranh xã Phú Vinh có hiện trạng là đường
P=1591 | X=0106.850-0209.960 | Y=0456.860-0468.100 | nhựa, bê tông xi măng:
P=1591 | X=0092.900-0338.420 | Y=0473.380-0485.620 | 38 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1591 | X=0424.490-0441.130 | Y=0473.380-0482.700 | 250
P=1591 | X=0464.810-0481.450 | Y=0473.380-0482.700 | 180
P=1591 | X=0505.390-0522.030 | Y=0473.380-0482.700 | 150
P=1591 | X=0106.850-0393.740 | Y=0491.900-0503.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1591 | X=0106.850-0167.970 | Y=0503.420-0514.660 | đến ≤1.000m.
P=1591 | X=0106.850-0330.020 | Y=0520.940-0532.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1591 | X=0106.850-0395.740 | Y=0538.490-0549.730 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường chợ Phú
P=1591 | X=0106.850-0393.830 | Y=0550.010-0561.250 | Lộc đi xã Phú Tân huyện Định Quán cũ đoạn từ Ngã ba đến Bến
P=1591 | X=0106.850-0383.260 | Y=0561.530-0572.770 | đò Phú Tân đến giáp ranh xã Phú Vinh có hiện trạng là đường
P=1591 | X=0092.900-0209.960 | Y=0573.050-0584.490 | 39 nhựa, bê tông xi măng:
P=1591 | X=0424.490-0441.130 | Y=0575.170-0584.490 | 220
P=1591 | X=0464.810-0481.450 | Y=0575.170-0584.490 | 150
P=1591 | X=0505.390-0522.030 | Y=0575.170-0584.490 | 130
P=1591 | X=0106.850-0392.640 | Y=0590.570-0601.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1591 | X=0106.850-0330.490 | Y=0608.090-0619.330 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1591 | X=0106.850-0392.110 | Y=0625.870-0637.110 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1591 | X=0106.850-0393.770 | Y=0637.390-0648.630 | Đường chợ Phú Lộc đi xã Phú Tân huyện Định Quán cũ đoạn từ
P=1591 | X=0106.850-0383.980 | Y=0648.910-0660.150 | Ngã 3 đến Bến đò Phú Tân đến giáp ranh xã Phú Vinh có hiện
P=1591 | X=0092.900-0278.630 | Y=0660.430-0671.870 | 40 trạng là đường nhựa, bê tông xi măng:
P=1591 | X=0424.490-0441.130 | Y=0662.550-0671.870 | 270
P=1591 | X=0464.810-0481.450 | Y=0662.550-0671.870 | 190
P=1591 | X=0505.390-0522.030 | Y=0662.550-0671.870 | 160
P=1591 | X=0106.850-0337.930 | Y=0677.950-0689.190 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1591 | X=0106.850-0384.020 | Y=0695.470-0706.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1592 | X=0106.850-0392.110 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1592 | X=0106.850-0393.770 | Y=0090.020-0101.260 | Đường chợ Phú Lộc đi xã Phú Tân huyện Định Quán cũ đoạn từ
P=1592 | X=0106.850-0389.750 | Y=0101.540-0112.780 | Ngã ba đến Bến đò Phú Tân đến giáp ranh xã Phú Vinh có hiện
P=1592 | X=0106.850-0278.630 | Y=0113.060-0124.300 | trạng là đường nhựa, bê tông xi măng:
P=1592 | X=0092.900-0338.400 | Y=0129.610-0141.850 | 41 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1592 | X=0424.490-0441.130 | Y=0129.610-0138.930 | 230
P=1592 | X=0464.810-0481.450 | Y=0129.610-0138.930 | 160
P=1592 | X=0505.390-0522.030 | Y=0129.610-0138.930 | 140
P=1592 | X=0106.850-0393.740 | Y=0148.130-0159.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1592 | X=0106.850-0167.970 | Y=0159.410-0170.650 | đến ≤1.000m.
P=1592 | X=0106.850-0330.020 | Y=0176.930-0188.170 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1592 | X=0106.850-0392.150 | Y=0194.690-0205.930 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1592 | X=0106.850-0393.770 | Y=0206.230-0217.470 | Đường chợ Phú Lộc đi xã Phú Tân huyện Định Quán cũ đoạn từ
P=1592 | X=0106.850-0389.750 | Y=0217.750-0228.990 | Ngã ba đến Bến đò Phú Tân đến giáp ranh xã Phú Vinh có hiện
P=1592 | X=0092.900-0278.630 | Y=0229.270-0240.710 | 42 trạng là đường nhựa, bê tông xi măng:
P=1592 | X=0424.490-0441.130 | Y=0231.390-0240.710 | 200
P=1592 | X=0464.810-0481.450 | Y=0231.390-0240.710 | 140
P=1592 | X=0505.390-0522.030 | Y=0231.390-0240.710 | 120
P=1592 | X=0106.850-0392.640 | Y=0246.790-0258.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1592 | X=0106.850-0330.500 | Y=0264.310-0275.550 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1592 | X=0092.900-0367.160 | Y=0282.100-0293.340 | 43 Đoạn giao từ đường Tà Lài đến Ngã ba đi bến đò Phú Tân
P=1592 | X=0424.490-0441.130 | Y=0283.980-0293.300 | 640
P=1592 | X=0464.810-0481.450 | Y=0283.980-0293.300 | 450
P=1592 | X=0505.390-0522.030 | Y=0283.980-0293.300 | 380
P=1592 | X=0106.850-0381.770 | Y=0299.860-0311.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đoạn giao từ
P=1592 | X=0106.850-0377.730 | Y=0311.380-0322.620 | đường Tà Lài đến Ngã ba đi bến đò Phú Tân có hiện trạng là
P=1592 | X=0106.850-0242.600 | Y=0322.900-0334.140 | đường nhựa, bê tông xi măng:
P=1592 | X=0092.900-0104.020 | Y=0330.780-0340.100 | 44
P=1592 | X=0424.490-0441.130 | Y=0330.780-0340.100 | 320
P=1592 | X=0464.810-0481.450 | Y=0330.780-0340.100 | 220
P=1592 | X=0505.390-0522.030 | Y=0330.780-0340.100 | 190
P=1592 | X=0106.850-0337.930 | Y=0340.420-0351.660 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1592 | X=0106.850-0384.020 | Y=0357.700-0368.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1592 | X=0106.850-0381.770 | Y=0375.480-0386.720 | Các tuyến đường giao thông đấu nối trực tiếp ra Đoạn giao từ
P=1592 | X=0106.850-0377.730 | Y=0387.000-0398.240 | đường Tà Lài đến Ngã ba đi bến đò Phú Tân có hiện trạng là
P=1592 | X=0106.850-0242.630 | Y=0398.520-0409.760 | đường nhựa, bê tông xi măng:
P=1592 | X=0092.900-0338.400 | Y=0416.040-0430.360 | 45 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1592 | X=0424.490-0441.130 | Y=0421.040-0430.360 | 230
P=1592 | X=0464.810-0481.450 | Y=0421.040-0430.360 | 160
P=1592 | X=0505.390-0522.030 | Y=0421.040-0430.360 | 140
P=1592 | X=0106.850-0393.740 | Y=0433.560-0444.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1592 | X=0106.850-0167.970 | Y=0445.080-0456.320 | đến ≤1.000m.
P=1592 | X=0106.850-0330.020 | Y=0462.620-0473.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1592 | X=0106.850-0381.770 | Y=0480.380-0491.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đoạn giao từ
P=1592 | X=0106.850-0377.730 | Y=0491.900-0503.140 | đường Tà Lài đến Ngã ba đi bến đò Phú Tân có hiện trạng là
P=1592 | X=0106.850-0242.600 | Y=0503.420-0514.660 | đường nhựa, bê tông xi măng:
P=1592 | X=0092.900-0104.020 | Y=0511.300-0520.620 | 46
P=1592 | X=0424.490-0441.130 | Y=0511.300-0520.620 | 190
P=1592 | X=0464.810-0481.450 | Y=0511.300-0520.620 | 130
P=1592 | X=0505.390-0522.030 | Y=0511.300-0520.620 | 110
P=1592 | X=0106.850-0392.640 | Y=0520.940-0532.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1592 | X=0106.850-0330.490 | Y=0538.250-0549.490 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1592 | X=0106.850-0392.110 | Y=0556.010-0567.250 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1592 | X=0106.850-0380.590 | Y=0567.530-0578.770 | Đoạn giao từ đường Tà Lài đến Ngã ba đi bến đò Phú Tân có
P=1592 | X=0106.850-0300.460 | Y=0579.050-0590.290 | hiện trạng là đường nhựa, bê tông xi măng:
P=1592 | X=0092.900-0104.020 | Y=0586.930-0596.250 | 47
P=1592 | X=0424.490-0441.130 | Y=0586.930-0596.250 | 290
P=1592 | X=0464.810-0481.450 | Y=0586.930-0596.250 | 200
P=1592 | X=0505.390-0522.030 | Y=0586.930-0596.250 | 170
P=1592 | X=0106.850-0337.930 | Y=0596.570-0607.810 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1592 | X=0106.850-0384.020 | Y=0614.090-0625.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1592 | X=0106.850-0392.110 | Y=0631.870-0643.110 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1592 | X=0106.850-0380.590 | Y=0643.390-0654.630 | Đoạn giao từ đường Tà Lài đến Ngã ba đi bến đò Phú Tân có
P=1592 | X=0106.850-0300.460 | Y=0654.910-0666.150 | hiện trạng là đường nhựa, bê tông xi măng:
P=1592 | X=0092.900-0104.020 | Y=0668.550-0677.870 | 48
P=1592 | X=0424.490-0441.130 | Y=0668.550-0677.870 | 210
P=1592 | X=0464.810-0481.450 | Y=0668.550-0677.870 | 150
P=1592 | X=0505.390-0522.030 | Y=0668.550-0677.870 | 130
P=1592 | X=0106.850-0338.400 | Y=0672.430-0683.670 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1592 | X=0106.850-0393.750 | Y=0689.950-0701.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1592 | X=0106.850-0167.970 | Y=0701.490-0712.730 | đến ≤1.000m.
P=1593 | X=0106.850-0330.020 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1593 | X=0106.850-0392.110 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1593 | X=0106.850-0380.590 | Y=0107.780-0119.020 | Đoạn giao từ đường Tà Lài đến Ngã ba đi bến đò Phú Tân có
P=1593 | X=0106.850-0300.460 | Y=0119.330-0130.570 | hiện trạng là đường nhựa, bê tông xi măng:
P=1593 | X=0092.900-0104.020 | Y=0127.210-0136.530 | 49
P=1593 | X=0424.490-0441.130 | Y=0127.210-0136.530 | 170
P=1593 | X=0464.810-0481.450 | Y=0127.210-0136.530 | 120
P=1593 | X=0505.390-0522.030 | Y=0127.210-0136.530 | 100
P=1593 | X=0106.850-0392.640 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1593 | X=0106.850-0330.490 | Y=0154.370-0165.610 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1593 | X=0106.850-0204.870 | Y=0172.130-0183.370 | Đường Phú Lộc - Phú
P=1593 | X=0312.840-0397.340 | Y=0172.130-0183.370 | Đường Phú Xuân -
P=1593 | X=0224.470-0286.730 | Y=0177.650-0188.890 | Đường Tà Lài
P=1593 | X=0092.900-0104.020 | Y=0179.530-0188.850 | 50
P=1593 | X=0424.490-0441.130 | Y=0179.530-0188.850 | 590
P=1593 | X=0464.810-0481.450 | Y=0179.530-0188.850 | 410
P=1593 | X=0505.390-0522.030 | Y=0179.530-0188.850 | 350
P=1593 | X=0312.840-0361.400 | Y=0183.410-0194.650 | Núi Tượng
P=1593 | X=0106.850-0129.980 | Y=0185.290-0194.610 | Xuân
P=1593 | X=0106.850-0394.700 | Y=0201.190-0212.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú Lộc
P=1593 | X=0106.850-0383.740 | Y=0212.710-0223.950 | - Phú Xuân đoạn từ Đường Tà Lài đến Đường Phú Xuân - Núi
P=1593 | X=0106.850-0347.050 | Y=0224.230-0235.470 | Tượng có hiện trạng là đường nhựa, bê tông xi măng:
P=1593 | X=0092.900-0104.020 | Y=0232.110-0241.430 | 51
P=1593 | X=0424.490-0441.130 | Y=0232.110-0241.430 | 300
P=1593 | X=0464.810-0481.450 | Y=0232.110-0241.430 | 210
P=1593 | X=0505.390-0522.030 | Y=0232.110-0241.430 | 180
P=1593 | X=0106.850-0337.930 | Y=0241.750-0252.990 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1593 | X=0106.850-0384.020 | Y=0259.270-0270.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1593 | X=0106.850-0394.700 | Y=0277.030-0288.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú Lộc
P=1593 | X=0106.850-0383.740 | Y=0288.580-0299.820 | - Phú Xuân đoạn từ Đường Tà Lài đến Đường Phú Xuân - Núi
P=1593 | X=0106.850-0347.050 | Y=0300.100-0311.340 | Tượng có hiện trạng là đường nhựa, bê tông xi măng:
P=1593 | X=0092.900-0338.400 | Y=0317.620-0331.700 | 52 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1593 | X=0424.490-0441.130 | Y=0322.380-0331.700 | 250
P=1593 | X=0464.810-0481.450 | Y=0322.380-0331.700 | 180
P=1593 | X=0505.390-0522.030 | Y=0322.380-0331.700 | 150
P=1593 | X=0106.850-0393.740 | Y=0335.140-0346.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1593 | X=0106.850-0167.970 | Y=0346.660-0357.900 | đến ≤1.000m.
P=1593 | X=0106.850-0330.020 | Y=0363.940-0375.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1593 | X=0106.850-0394.700 | Y=0381.720-0392.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú Lộc
P=1593 | X=0106.850-0383.740 | Y=0393.240-0404.480 | - Phú Xuân đoạn từ Đường Tà Lài đến Đường Phú Xuân - Núi
P=1593 | X=0106.850-0347.050 | Y=0404.760-0416.000 | Tượng có hiện trạng là đường nhựa, bê tông xi măng:
P=1593 | X=0092.900-0104.020 | Y=0412.640-0421.960 | 53
P=1593 | X=0424.490-0441.130 | Y=0412.640-0421.960 | 220
P=1593 | X=0464.810-0481.450 | Y=0412.640-0421.960 | 150
P=1593 | X=0505.390-0522.030 | Y=0412.640-0421.960 | 130
P=1593 | X=0106.850-0392.640 | Y=0422.280-0433.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1593 | X=0106.850-0330.490 | Y=0439.800-0451.040 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1593 | X=0106.850-0392.110 | Y=0457.580-0468.820 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1593 | X=0106.850-0387.100 | Y=0469.100-0480.340 | Đường Phú Lộc - Phú Xuân đoạn từ Đường Tà Lài đến Đường
P=1593 | X=0106.850-0386.830 | Y=0480.620-0491.860 | Phú Xuân - Núi Tượng có hiện trạng là đường nhựa, bê tông xi
P=1593 | X=0092.900-0134.850 | Y=0492.140-0503.580 | 54 măng:
P=1593 | X=0424.490-0441.130 | Y=0494.260-0503.580 | 270
P=1593 | X=0464.810-0481.450 | Y=0494.260-0503.580 | 190
P=1593 | X=0505.390-0522.030 | Y=0494.260-0503.580 | 160
P=1593 | X=0106.850-0337.930 | Y=0509.660-0520.900 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1593 | X=0106.850-0384.020 | Y=0527.180-0538.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1593 | X=0106.850-0392.110 | Y=0544.970-0556.210 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1593 | X=0106.850-0387.100 | Y=0556.250-0567.490 | Đường Phú Lộc - Phú Xuân đoạn từ Đường Tà Lài đến Đường
P=1593 | X=0106.850-0386.830 | Y=0567.770-0579.010 | Phú Xuân - Núi Tượng có hiện trạng là đường nhựa, bê tông xi
P=1593 | X=0106.850-0134.850 | Y=0579.290-0590.530 | măng:
P=1593 | X=0092.900-0338.400 | Y=0596.050-0608.050 | 55 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1593 | X=0424.490-0441.130 | Y=0596.050-0605.370 | 230
P=1593 | X=0464.810-0481.450 | Y=0596.050-0605.370 | 160
P=1593 | X=0505.390-0522.030 | Y=0596.050-0605.370 | 140
P=1593 | X=0106.850-0393.740 | Y=0614.330-0625.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1593 | X=0106.850-0167.970 | Y=0625.870-0637.110 | đến ≤1.000m.
P=1593 | X=0106.850-0330.020 | Y=0643.390-0654.630 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1593 | X=0106.850-0392.110 | Y=0661.150-0672.390 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1593 | X=0106.850-0387.100 | Y=0672.670-0683.910 | Đường Phú Lộc - Phú Xuân đoạn từ Đường Tà Lài đến Đường
P=1593 | X=0092.900-0104.020 | Y=0680.310-0689.630 | 56
P=1593 | X=0424.490-0441.130 | Y=0680.310-0689.630 | 200
P=1593 | X=0464.810-0481.450 | Y=0680.310-0689.630 | 140
P=1593 | X=0505.390-0522.030 | Y=0680.310-0689.630 | 120
P=1593 | X=0106.850-0386.830 | Y=0684.190-0695.430 | Phú Xuân - Núi Tượng có hiện trạng là đường nhựa, bê tông xi
P=1593 | X=0106.850-0134.850 | Y=0695.710-0706.950 | măng:
P=1594 | X=0106.850-0392.670 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1594 | X=0106.850-0330.490 | Y=0096.020-0107.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1594 | X=0106.850-0209.190 | Y=0113.780-0125.020 | Đường Phú Xuân - Núi
P=1594 | X=0224.470-0302.040 | Y=0113.780-0125.020 | Đường Phú Lộc -
P=1594 | X=0312.840-0389.700 | Y=0113.780-0125.020 | Ngã ba đi xã Phú
P=1594 | X=0092.900-0104.020 | Y=0121.450-0130.770 | 57
P=1594 | X=0416.300-0441.350 | Y=0121.450-0130.770 | 1.000
