TABLE=028 | AREA=Xã Xuân Phú | SECTION=non-agricultural | SEGMENTS=1
P=1032 | X=0092.900-0338.400 | Y=0147.370-0159.610 | 90 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1032 | X=0402.140-0418.780 | Y=0147.370-0156.690 | 630
P=1032 | X=0438.410-0455.050 | Y=0147.370-0156.690 | 440
P=1032 | X=0505.630-0522.270 | Y=0147.370-0156.690 | 380
P=1032 | X=0106.850-0360.140 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1032 | X=0106.850-0201.800 | Y=0177.170-0188.410 | >500m đến ≤1.000m.
P=1032 | X=0106.850-0330.020 | Y=0194.690-0205.930 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1032 | X=0106.850-0380.360 | Y=0212.470-0223.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1032 | X=0106.850-0368.970 | Y=0223.990-0235.230 | ra Đường Xuân Phú - Xuân Tây đoạn từ Ngã ba Trung tâm
P=1032 | X=0106.850-0365.980 | Y=0235.510-0246.750 | cai nghiện Xuân Phú đến Ranh giới xã Xuân Đông có hiện
P=1032 | X=0106.850-0278.630 | Y=0247.030-0258.270 | trạng là đường nhựa, bê tông xi măng:
P=1032 | X=0092.900-0104.020 | Y=0254.910-0264.230 | 91
P=1032 | X=0402.140-0418.780 | Y=0254.910-0264.230 | 500
P=1032 | X=0438.410-0455.050 | Y=0254.910-0264.230 | 350
P=1032 | X=0505.630-0522.270 | Y=0254.910-0264.230 | 300
P=1032 | X=0106.850-0347.940 | Y=0264.550-0275.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1032 | X=0106.850-0148.990 | Y=0277.950-0287.270 | >1.000m.
P=1032 | X=0106.850-0330.490 | Y=0293.620-0304.860 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1032 | X=0106.850-0216.450 | Y=0311.380-0322.620 | Đường Nội ấp Bình Tân,
P=1032 | X=0309.720-0361.210 | Y=0319.020-0328.340 | Quốc lộ 1 +
P=1032 | X=0092.900-0224.750 | Y=0322.900-0334.140 | 92 đường vào Trung tâm Văn
P=1032 | X=0235.300-0278.340 | Y=0324.780-0334.100 | Quốc lộ 1
P=1032 | X=0393.980-0419.030 | Y=0324.780-0334.100 | 1.700
P=1032 | X=0430.250-0455.300 | Y=0324.780-0334.100 | 1.200
P=1032 | X=0497.470-0522.520 | Y=0324.780-0334.100 | 1.000
P=1032 | X=0309.720-0334.680 | Y=0330.540-0339.860 | 500m
P=1032 | X=0106.850-0137.170 | Y=0336.300-0345.620 | hóa xã
P=1032 | X=0106.850-0372.940 | Y=0351.940-0363.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nội
P=1032 | X=0106.850-0381.740 | Y=0363.460-0374.700 | ấp Bình Tân, đường vào Trung tâm Văn hóa xã đoạn từ Quốc
P=1032 | X=0106.850-0371.240 | Y=0375.000-0386.240 | lộ 1 đến Quốc lộ 1 + 500m có hiện trạng là đường nhựa, bê
P=1032 | X=0092.900-0167.010 | Y=0386.520-0397.960 | 93 tông xi măng:
P=1032 | X=0402.140-0418.780 | Y=0388.640-0397.960 | 860
P=1032 | X=0438.410-0455.050 | Y=0388.640-0397.960 | 600
P=1032 | X=0505.630-0522.270 | Y=0388.640-0397.960 | 520
P=1032 | X=0106.850-0337.930 | Y=0404.040-0415.280 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1032 | X=0106.850-0384.060 | Y=0421.560-0432.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1032 | X=0106.850-0372.940 | Y=0439.320-0450.560 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nội
P=1032 | X=0106.850-0381.740 | Y=0450.860-0462.100 | ấp Bình Tân, đường vào Trung tâm Văn hóa xã đoạn từ Quốc
P=1032 | X=0106.850-0371.240 | Y=0462.380-0473.620 | lộ 1 đến Quốc lộ 1 + 500m có hiện trạng là đường nhựa, bê
P=1032 | X=0106.850-0167.010 | Y=0473.900-0485.140 | tông xi măng:
P=1032 | X=0092.900-0338.400 | Y=0490.420-0502.660 | 94 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1032 | X=0402.140-0418.780 | Y=0490.420-0499.740 | 660
P=1032 | X=0438.410-0455.050 | Y=0490.420-0499.740 | 460
P=1032 | X=0505.630-0522.270 | Y=0490.420-0499.740 | 400
P=1032 | X=0106.850-0360.140 | Y=0508.940-0520.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1032 | X=0106.850-0201.800 | Y=0520.220-0531.460 | >500m đến ≤1.000m.
P=1032 | X=0106.850-0330.020 | Y=0537.770-0549.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1032 | X=0106.850-0372.940 | Y=0555.530-0566.770 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nội
P=1032 | X=0106.850-0381.740 | Y=0567.050-0578.290 | ấp Bình Tân, đường vào Trung tâm Văn hóa xã đoạn từ Quốc
P=1032 | X=0106.850-0371.240 | Y=0578.570-0589.810 | lộ 1 đến Quốc lộ 1 + 500m có hiện trạng là đường nhựa, bê
P=1032 | X=0106.850-0167.010 | Y=0590.090-0601.330 | tông xi măng:
P=1032 | X=0092.900-0104.020 | Y=0597.970-0607.290 | 95
P=1032 | X=0402.140-0418.780 | Y=0597.970-0607.290 | 530
P=1032 | X=0438.410-0455.050 | Y=0597.970-0607.290 | 370
P=1032 | X=0505.630-0522.270 | Y=0597.970-0607.290 | 320
P=1032 | X=0106.850-0347.940 | Y=0607.610-0618.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1032 | X=0106.850-0148.990 | Y=0621.030-0630.350 | >1.000m.
P=1032 | X=0106.850-0330.490 | Y=0636.670-0647.910 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1032 | X=0106.850-0380.360 | Y=0654.430-0665.670 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1032 | X=0106.850-0381.530 | Y=0665.950-0677.190 | ra Đường Nội ấp Bình Tân, đường vào Trung tâm Văn hóa xã
P=1032 | X=0092.900-0359.720 | Y=0677.470-0691.550 | 96 đoạn từ Quốc lộ 1 đến Quốc lộ 1 + 500m có hiện trạng là
P=1032 | X=0402.140-0418.780 | Y=0682.230-0691.550 | 770
P=1032 | X=0438.410-0455.050 | Y=0682.230-0691.550 | 540
P=1032 | X=0505.630-0522.270 | Y=0682.230-0691.550 | 460
P=1032 | X=0106.850-0242.600 | Y=0688.750-0699.990 | đường nhựa, bê tông xi măng:
P=1032 | X=0106.850-0337.930 | Y=0706.290-0717.530 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1033 | X=0106.850-0384.020 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1033 | X=0106.850-0380.360 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1033 | X=0106.850-0381.530 | Y=0107.780-0119.020 | ra Đường Nội ấp Bình Tân, đường vào Trung tâm Văn hóa xã
P=1033 | X=0106.850-0359.720 | Y=0119.330-0130.570 | đoạn từ Quốc lộ 1 đến Quốc lộ 1 + 500m có hiện trạng là
P=1033 | X=0106.850-0242.600 | Y=0130.850-0142.090 | đường nhựa, bê tông xi măng:
P=1033 | X=0092.900-0338.400 | Y=0147.370-0159.610 | 97 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1033 | X=0402.140-0418.780 | Y=0147.370-0156.690 | 590
P=1033 | X=0438.410-0455.050 | Y=0147.370-0156.690 | 410
P=1033 | X=0505.630-0522.270 | Y=0147.370-0156.690 | 350
P=1033 | X=0106.850-0360.140 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1033 | X=0106.850-0201.800 | Y=0177.170-0188.410 | >500m đến ≤1.000m.
P=1033 | X=0106.850-0330.020 | Y=0194.690-0205.930 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1033 | X=0106.850-0380.360 | Y=0212.470-0223.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1033 | X=0106.850-0381.530 | Y=0223.990-0235.230 | ra Đường Nội ấp Bình Tân, đường vào Trung tâm Văn hóa xã
P=1033 | X=0106.850-0359.720 | Y=0235.510-0246.750 | đoạn từ Quốc lộ 1 đến Quốc lộ 1 + 500m có hiện trạng là
P=1033 | X=0106.850-0242.600 | Y=0247.030-0258.270 | đường nhựa, bê tông xi măng:
P=1033 | X=0092.900-0104.020 | Y=0254.910-0264.230 | 98
P=1033 | X=0402.140-0418.780 | Y=0254.910-0264.230 | 480
P=1033 | X=0438.410-0455.050 | Y=0254.910-0264.230 | 340
P=1033 | X=0505.630-0522.270 | Y=0254.910-0264.230 | 290
P=1033 | X=0106.850-0347.940 | Y=0264.550-0275.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1033 | X=0106.850-0148.990 | Y=0277.950-0287.270 | >1.000m.
P=1033 | X=0106.850-0330.490 | Y=0293.620-0304.860 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1033 | X=0309.720-0371.000 | Y=0313.260-0322.580 | Ngã ba Trung
P=1033 | X=0106.850-0216.450 | Y=0317.140-0328.380 | Đường Nội ấp Bình Tân,
P=1033 | X=0235.300-0286.790 | Y=0324.780-0334.100 | Quốc lộ 1 +
P=1033 | X=0309.720-0375.100 | Y=0324.780-0334.100 | tâm cai nghiện
P=1033 | X=0092.900-0224.750 | Y=0328.660-0339.900 | 99 đường vào Trung tâm Văn
P=1033 | X=0393.980-0419.030 | Y=0330.540-0339.860 | 1.200
P=1033 | X=0438.410-0455.050 | Y=0330.540-0339.860 | 840
P=1033 | X=0505.630-0522.270 | Y=0330.540-0339.860 | 720
P=1033 | X=0235.300-0260.260 | Y=0336.300-0345.620 | 500m
P=1033 | X=0309.720-0370.510 | Y=0336.300-0345.620 | Xuân Phú (xã
P=1033 | X=0106.850-0137.170 | Y=0341.820-0351.140 | hóa xã
P=1033 | X=0309.720-0356.770 | Y=0347.580-0356.900 | Xuân Phú)
P=1033 | X=0106.850-0372.940 | Y=0363.460-0374.700 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nội
P=1033 | X=0106.850-0381.740 | Y=0375.000-0386.240 | ấp Bình Tân, đường vào Trung tâm Văn hóa xã đoạn từ Quốc
P=1033 | X=0106.850-0374.140 | Y=0386.520-0397.760 | lộ 1 + 500m đến Ngã ba Trung tâm cai nghiện Xuân Phú (xã
P=1033 | X=0090.020-0363.610 | Y=0398.040-0409.480 | 100 Xuân Phú) có hiện trạng là đường nhựa, bê tông xi măng:
P=1033 | X=0402.140-0418.780 | Y=0400.160-0409.480 | 600
P=1033 | X=0438.410-0455.050 | Y=0400.160-0409.480 | 430
P=1033 | X=0505.630-0522.270 | Y=0400.160-0409.480 | 370
P=1033 | X=0106.850-0337.930 | Y=0415.560-0426.800 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1033 | X=0106.850-0384.020 | Y=0433.080-0444.320 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1033 | X=0106.850-0372.940 | Y=0450.860-0462.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nội
P=1033 | X=0106.850-0381.740 | Y=0462.380-0473.620 | ấp Bình Tân, đường vào Trung tâm Văn hóa xã đoạn từ Quốc
P=1033 | X=0106.850-0374.120 | Y=0473.900-0485.140 | lộ 1 + 500m đến Ngã ba Trung tâm cai nghiện Xuân Phú (xã
P=1033 | X=0106.850-0363.610 | Y=0485.420-0496.660 | Xuân Phú) có hiện trạng là đường nhựa, bê tông xi măng:
P=1033 | X=0090.020-0338.400 | Y=0501.940-0514.180 | 101 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1033 | X=0402.140-0418.780 | Y=0501.940-0511.260 | 520
P=1033 | X=0438.410-0455.050 | Y=0501.940-0511.260 | 360
P=1033 | X=0505.630-0522.270 | Y=0501.940-0511.260 | 310
P=1033 | X=0106.850-0360.140 | Y=0520.220-0531.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1033 | X=0106.850-0201.800 | Y=0531.740-0542.980 | >500m đến ≤1.000m.
P=1033 | X=0106.850-0330.020 | Y=0549.290-0560.530 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1033 | X=0106.850-0372.940 | Y=0567.050-0578.290 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nội
P=1033 | X=0106.850-0381.740 | Y=0578.570-0589.810 | ấp Bình Tân, đường vào Trung tâm Văn hóa xã đoạn từ Quốc
P=1033 | X=0106.850-0374.120 | Y=0590.090-0601.330 | lộ 1 + 500m đến Ngã ba Trung tâm cai nghiện Xuân Phú (xã
P=1033 | X=0106.850-0363.610 | Y=0601.610-0612.850 | Xuân Phú) có hiện trạng là đường nhựa, bê tông xi măng:
P=1033 | X=0090.020-0106.660 | Y=0609.490-0618.810 | 102
P=1033 | X=0402.140-0418.780 | Y=0609.490-0618.810 | 450
P=1033 | X=0438.410-0455.050 | Y=0609.490-0618.810 | 320
P=1033 | X=0505.630-0522.270 | Y=0609.490-0618.810 | 270
P=1033 | X=0106.850-0347.940 | Y=0619.150-0630.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1033 | X=0106.850-0148.990 | Y=0632.550-0641.870 | >1.000m.
P=1033 | X=0106.850-0330.490 | Y=0648.190-0659.430 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1033 | X=0106.850-0380.360 | Y=0665.950-0677.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1033 | X=0106.850-0381.530 | Y=0677.470-0688.710 | ra Đường Nội ấp Bình Tân, đường vào Trung tâm Văn hóa xã
P=1033 | X=0090.020-0106.660 | Y=0685.110-0694.430 | 103
P=1033 | X=0402.140-0418.780 | Y=0685.110-0694.430 | 570
P=1033 | X=0438.410-0455.050 | Y=0685.110-0694.430 | 400
P=1033 | X=0505.630-0522.270 | Y=0685.110-0694.430 | 350
P=1033 | X=0106.850-0374.620 | Y=0688.750-0699.990 | đoạn từ Quốc lộ 1 + 500m đến Ngã ba Trung tâm cai nghiện
P=1033 | X=0106.850-0364.290 | Y=0700.290-0711.530 | Xuân Phú (xã Xuân Phú) có hiện trạng là đường nhựa, bê
P=1034 | X=0106.850-0167.010 | Y=0072.500-0083.740 | tông xi măng:
P=1034 | X=0106.850-0337.930 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1034 | X=0106.850-0384.040 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1034 | X=0106.850-0380.360 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1034 | X=0106.850-0381.530 | Y=0136.850-0148.090 | ra Đường Nội ấp Bình Tân, đường vào Trung tâm Văn hóa xã
P=1034 | X=0106.850-0374.620 | Y=0148.370-0159.610 | đoạn từ Quốc lộ 1 + 500m đến Ngã ba Trung tâm cai nghiện
P=1034 | X=0106.850-0364.290 | Y=0159.650-0170.890 | Xuân Phú (xã Xuân Phú) có hiện trạng là đường nhựa, bê
P=1034 | X=0106.850-0167.010 | Y=0171.170-0182.410 | tông xi măng:
P=1034 | X=0090.020-0106.660 | Y=0182.170-0191.490 | 104
P=1034 | X=0402.140-0418.780 | Y=0182.170-0191.490 | 470
P=1034 | X=0438.410-0455.050 | Y=0182.170-0191.490 | 330
P=1034 | X=0505.630-0522.270 | Y=0182.170-0191.490 | 280
P=1034 | X=0106.850-0338.400 | Y=0188.690-0199.930 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1034 | X=0106.850-0360.140 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1034 | X=0106.850-0201.800 | Y=0217.750-0228.990 | >500m đến ≤1.000m.
P=1034 | X=0106.850-0330.020 | Y=0235.270-0246.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1034 | X=0106.850-0380.360 | Y=0253.030-0264.270 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1034 | X=0106.850-0381.530 | Y=0264.550-0275.790 | ra Đường Nội ấp Bình Tân, đường vào Trung tâm Văn hóa xã
P=1034 | X=0106.850-0374.620 | Y=0276.070-0287.310 | đoạn từ Quốc lộ 1 + 500m đến Ngã ba Trung tâm cai nghiện
P=1034 | X=0106.850-0364.290 | Y=0287.620-0298.860 | Xuân Phú (xã Xuân Phú) có hiện trạng là đường nhựa, bê
P=1034 | X=0090.020-0167.010 | Y=0299.140-0310.580 | 105 tông xi măng:
P=1034 | X=0402.140-0418.780 | Y=0301.260-0310.580 | 410
P=1034 | X=0438.410-0455.050 | Y=0301.260-0310.580 | 290
P=1034 | X=0505.630-0522.270 | Y=0301.260-0310.580 | 250
P=1034 | X=0106.850-0347.940 | Y=0316.660-0327.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1034 | X=0106.850-0148.990 | Y=0329.820-0339.140 | >1.000m.
P=1034 | X=0106.850-0330.490 | Y=0345.460-0356.700 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1034 | X=0309.720-0371.750 | Y=0365.100-0374.420 | Hết ranh thửa
P=1034 | X=0309.720-0371.560 | Y=0374.760-0386.000 | đất số 158, tờ
P=1034 | X=0309.720-0378.950 | Y=0386.280-0397.520 | BĐĐC số 59 về
P=1034 | X=0309.720-0378.300 | Y=0399.680-0409.000 | bên phải và hết
P=1034 | X=0090.020-0278.340 | Y=0409.320-0420.560 | 106 Đường nội ấp Bình Xuân 2 Quốc lộ 1
P=1034 | X=0309.720-0383.260 | Y=0409.320-0420.560 | ranh thửa đất số
P=1034 | X=0393.980-0419.030 | Y=0411.200-0420.520 | 1.600
P=1034 | X=0430.250-0455.300 | Y=0411.200-0420.520 | 1.100
P=1034 | X=0505.630-0522.270 | Y=0411.200-0420.520 | 960
P=1034 | X=0309.720-0372.680 | Y=0420.840-0432.080 | 155, tờ BĐĐC
P=1034 | X=0309.720-0367.160 | Y=0434.240-0443.560 | số 59 về bên
P=1034 | X=0309.720-0365.940 | Y=0445.760-0455.080 | trái, xã Xuân
P=1034 | X=0309.720-0327.560 | Y=0457.300-0466.620 | Phú
P=1034 | X=0106.850-0371.260 | Y=0473.180-0484.420 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường nội
P=1034 | X=0106.850-0372.700 | Y=0484.460-0495.700 | ấp Bình Xuân 2 đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số
P=1034 | X=0106.850-0379.750 | Y=0495.980-0507.220 | 158, tờ BĐĐC số 59 về bên phải và hết ranh thửa đất số 155,
P=1034 | X=0106.850-0358.050 | Y=0507.500-0518.740 | tờ BĐĐC số 59 về bên trái, xã Xuân Phú có hiện trạng là
P=1034 | X=0090.020-0106.660 | Y=0515.380-0524.700 | 107
P=1034 | X=0402.140-0418.780 | Y=0515.380-0524.700 | 790
P=1034 | X=0438.410-0455.050 | Y=0515.380-0524.700 | 550
P=1034 | X=0505.630-0522.270 | Y=0515.380-0524.700 | 470
P=1034 | X=0106.850-0242.600 | Y=0519.020-0530.260 | đường nhựa, bê tông xi măng:
P=1034 | X=0106.850-0337.930 | Y=0536.570-0547.810 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1034 | X=0106.850-0384.020 | Y=0554.090-0565.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1034 | X=0106.850-0371.260 | Y=0571.850-0583.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường nội
P=1034 | X=0106.850-0372.700 | Y=0583.370-0594.610 | ấp Bình Xuân 2 đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số
P=1034 | X=0106.850-0379.750 | Y=0594.890-0606.130 | 158, tờ BĐĐC số 59 về bên phải và hết ranh thửa đất số 155,
P=1034 | X=0106.850-0358.050 | Y=0606.410-0617.650 | tờ BĐĐC số 59 về bên trái, xã Xuân Phú có hiện trạng là
P=1034 | X=0106.850-0242.600 | Y=0617.950-0629.190 | đường nhựa, bê tông xi măng:
P=1034 | X=0090.020-0106.660 | Y=0628.710-0638.030 | 108
P=1034 | X=0402.140-0418.780 | Y=0628.710-0638.030 | 660
P=1034 | X=0438.410-0455.050 | Y=0628.710-0638.030 | 460
P=1034 | X=0505.630-0522.270 | Y=0628.710-0638.030 | 400
P=1034 | X=0106.850-0338.400 | Y=0635.470-0646.710 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1034 | X=0106.850-0360.140 | Y=0652.750-0663.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1034 | X=0106.850-0201.800 | Y=0664.270-0675.510 | >500m đến ≤1.000m.
P=1034 | X=0106.850-0330.020 | Y=0681.790-0693.030 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1034 | X=0090.020-0371.260 | Y=0699.550-0710.790 | 109 Các tuyến đường giao thông đấu nối trực tiếp ra Đường nội
P=1034 | X=0402.140-0418.780 | Y=0701.430-0710.750 | 530
P=1034 | X=0438.410-0455.050 | Y=0701.430-0710.750 | 370
P=1034 | X=0505.630-0522.270 | Y=0701.430-0710.750 | 320
P=1035 | X=0106.850-0372.700 | Y=0072.500-0083.740 | ấp Bình Xuân 2 đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số
P=1035 | X=0106.850-0379.750 | Y=0084.020-0095.260 | 158, tờ BĐĐC số 59 về bên phải và hết ranh thửa đất số 155,
P=1035 | X=0106.850-0358.050 | Y=0095.540-0106.780 | tờ BĐĐC số 59 về bên trái, xã Xuân Phú có hiện trạng là
P=1035 | X=0106.850-0242.600 | Y=0107.060-0118.300 | đường nhựa, bê tông xi măng:
P=1035 | X=0106.850-0347.940 | Y=0124.610-0135.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1035 | X=0106.850-0148.990 | Y=0138.010-0147.330 | >1.000m.
P=1035 | X=0106.850-0330.490 | Y=0153.410-0164.650 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1035 | X=0106.850-0380.360 | Y=0171.170-0182.410 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1035 | X=0106.850-0381.580 | Y=0182.690-0193.930 | ra Đường nội ấp Bình Xuân 2 đoạn từ Quốc lộ 1 đến Hết ranh
P=1035 | X=0106.850-0381.100 | Y=0194.210-0205.450 | thửa đất số 158, tờ BĐĐC số 59 về bên phải và hết ranh thửa
P=1035 | X=0106.850-0374.390 | Y=0205.750-0216.990 | đất số 155, tờ BĐĐC số 59 về bên trái, xã Xuân Phú có hiện
